text_cleaned,label,correct,Demografi,Ekonomi,Geografi,Ideologi,Pertahanan dan Keamanan,Politik,Sosial Budaya,Sumber Daya Alam
prabowo duga kafirr lohh pendukungnya 01,Ideologi,3,0,0,4,3,4,40,5,0
calon presiden ri no urut 3 ganjar pranowo gak mainmain menjaga konstitusi aturan dasar negara percaya,Ideologi,56,0,0,0,56,0,0,0,0
menteri pertahanan prabowo subianto menteri pertanian andi amran sulaiman pengarahan acara gerakan peningkatan produksi pangan nasional seprovinsi jawa barat selasa 301,Pertahanan dan Keamanan,19,0,4,0,0,19,19,8,6
prabowo mengutamakan pembangunan hijau lestari,Ekonomi,0,4,0,1,6,6,34,5,0
prabowo sindir anies pamer riwayat sekolah negeri sorry ye,Politik,30,4,1,4,0,1,30,11,5
kuat sukses ganjar pranowo mahfud md pilpres 2024,Ideologi,9,0,9,0,9,1,37,0,0
pilihlah pemimpin memiliki visi kemajuan bangsa ganjar pranowo mahfud md lupa hak pilih jnk,Politik,39,0,10,0,5,0,39,2,0
selamat malam warga duma jis kampung bayam salah hasil karya anak bangsa anies baswedan kerja kolaborasi,Politik,29,5,0,1,0,0,29,20,1
program memberdayakan perempuan lapangan kerja prioritas utama ganjar mahfud ganjar pranowo terbukti,Politik,37,0,17,0,1,0,37,0,1
dipecat berani dipecat anies bongkar kelebihan bayar kemenkeu sudirman said bongkar setya novanto jonan penolakan kereta cepat susi ijin ekspor benih lobster war lord luhut,Politik,24,0,2,13,1,8,24,6,2
prabowo memutus hubungan gerombolan2 gak uas rizieq bahar bin smith memilih bergabung anggota tim koalisi jokowi pastinya prabowo pilpres 2024 l,Politik,42,12,1,1,0,0,42,0,0
timnas amin bela anies debat capres bahas kebijakan publik serang pribadi,Politik,48,4,0,0,0,1,48,3,0
sorry yeee sorryy yeee prabowo gibran terindikasi korupsi apapun macem ektp success fee gelaran event formula e,Ekonomi,1,1,1,8,0,4,34,6,2
anak muda indonesia the future of this nation is in your hand its the time for change anies for presidentsampaikan teman adu ide amp gagasantunjukan karyakarya anies perubahan indonesia,Ideologi,46,2,0,0,46,0,0,5,3
habis baca artikel cak imin tobat ekologis nemu tulisan anies juli 2023 memuliakan perempuan generasi suka tulisan gini alih2 visimisi krn nyertain konteks elaboratif rencana link,Sosial Budaya,39,0,0,9,1,0,6,39,1
pemimpin terbuka kreatif ganjar pranowo kolaborasi perguruan program membawa perubahan masyarakat,Politik,40,0,9,0,2,1,40,4,0
viral antrian warga ambil sembako antri gas elpiji warga mengantri mendengarkan ide gagasan anies kesehatan indonesia,Ideologi,4,2,0,0,4,0,32,16,2
prabowo sindir capres pilih internet gratis makan gratis lamban pemimpin,Politik,47,2,1,1,2,2,47,1,0
banteng prabowo nyata diam2 terang2an realita lapangan ngga salah statement mas bambang susah kawan lawan berdasar survey lsn konstituen pdi 391 migrasi dukung prabowo 1 putaran kelar,Politik,40,0,0,1,2,5,40,6,2
jaua suparna anies s1 nya fakultas ekonomi s2 nya kebijakkan keuangan s3 nya political ekonomi amp pembangunan,Ekonomi,45,2,45,0,0,0,3,6,0
pasangan prabowo gibran memenangkan pilpres putaran,Politik,53,0,0,0,2,0,53,1,0
gories mere tokoh legenda densus 88 membidani lahirnya pasukan anti teroris putra flores terlibat pengungkapan aksi teror indonesia densus 88 berhasil mencegah aksi teror kerja aman tokoh jarang muncul publik intelijen mumpuni negeri gories mere 2019 pasca jokowi menang diancam dibunuh krn dianggap tokoh berperan memenamgkan tiba2 beliau menghadiri acara ganjar surabaya purnawirawan polri gelisah situasi menggila,Pertahanan dan Keamanan,11,0,0,9,0,11,32,3,1
dedikasi mas bowo nkri berdaulat merdeka ekonomi tangan kali setuju sih prabowo,Politik,36,4,12,0,0,0,36,3,1
again penguasaan lahan olej prabowo berhektarhektar urusan personal prabowo elit menyebabkan ketimpangan sosial serius negara org2 sprti prabowolah hidup rakyat susah gw akn trus menyuarakan,Sosial Budaya,40,0,0,1,1,9,5,40,0
nonton kemarin prabowo gak kapable mengelolah pertahanan mengelola negara solusinya ucapan terimakasih melulu simpaty,Politik,21,4,2,1,1,24,21,2,1
anies ambisi pribadi silahkan mundur rakyat percaya negara amp rendahkan negara kepentingan setuju silahkan retweet,Politik,34,1,0,1,11,6,34,3,0
ktp sakti program unggulan ganjarmahfud inovasi terbaru pengelolaan bantuan sosial mengintegrasikan data penduduk program program bansos disalurkan sasaran tau lengkapnya langsung aja simak infografis,Ideologi,0,2,13,2,0,6,24,5,4
prabowo gibran pertahanan kuat pondasi utama keamanan negara membawa indonesia arah aman,Pertahanan dan Keamanan,28,2,1,0,3,28,14,5,3
ganjar ngejaga petani sarana produksi nyaman tangan,Politik,26,0,23,0,1,0,26,3,3
tiada patut ucapkan kecuali syukur alhamdulillah habib ulama dukung pasangan amin anies baswedan muhaimin iskandar pasangan no 1 menang indonesia adil makmur terwujud,Politik,39,10,0,0,0,1,39,2,4
adi menginformasikan isu utama kampung sulitnya air bersih naiknya air laut prabowo subianto,Sumber Daya Alam,50,1,0,4,0,0,0,1,50
calon presiden ri ganjar pranowo pemimpin memahami korupsi musuh dihadapi,Ideologi,11,0,5,1,11,0,38,0,1
daebak cilacap momen anies baswedan kampanye akbar 24 januari 2024 indonesia people deserve better,Politik,40,4,0,3,0,2,40,7,0
timnas amin polisi usut pengancam bunuh anies baswedan,Pertahanan dan Keamanan,33,1,0,1,0,33,13,5,3
kunjungannya air bersih kenaikan air laut sembilan kelurahan jakarta utara perhatian serius prabowo subianto calon presiden nomor urut,Sumber Daya Alam,50,2,0,0,2,0,2,0,50
zulhas pengorbanan indonesia prabowo militer prabowogibran,Politik,45,5,1,0,0,0,45,3,2
1 nayain anies anggaran dana 80t udah dijelaain detail ilmiah dibilang susah nyalahin angin tdk ktp 2 debat muncul istilah sgie jujur ga dibilang sekelas cawapres masak ga ngerti 3 debat ketiga anggaran 700t srh ngejelasin tp nyerang personal rahasia negara pendukungnya seh diserang trs sabar ya tetep semangat ya gak tega banget ngelihatnya bikin sakit hati banget nangis bombay otak udah sengklek sononya,Politik,37,3,0,3,2,6,37,2,3
jenderal tni penculik mengaku menculik dipecat hukum negara seret prabowo adili pengadilan ham jenderal2 tua pecat prabowopun dukung sbg capres jenderal penghianat negara maling negara,Politik,32,6,0,0,10,5,32,2,1
program anies otonomi daerah desa diharapkan memajukan jawa barat akar rumput,Sosial Budaya,21,1,13,0,2,0,18,21,1
pengembangan umkm koperasi fokus utama pasangan ganjarmahfud pilpres 2024 inovasi membantu kemudahan umkm diberbagai sektor,Politik,37,1,9,4,1,2,37,0,2
pj gub jkt heru budi curhat klo anggaran 813 t tdk utk mengurus dki jkt alhamdulillah faham bgtu bagusnya managemen amp tata kelola anies jd gub dki jakarta insya allah indonesia maju ditangan pemimpin spt anies,Politik,20,2,1,6,2,2,20,23,0
hasil ngobrol bar3ng ganjar tuh bermanfaat bgt beliau mendorong bm bgt ekonomi kreatif,Ekonomi,19,1,19,8,0,2,17,9,0
ganjar pranowo prof mahfud ganjar rakyat memimpin hati kepedulian empati penderitaan rakyatnya dasar kebijakannyaqq23bxa,Politik,33,0,8,0,5,9,33,1,0
mantan panglima tni kepala staf angkatan darat panglima tni mengawal proses hukum oknumoknum tni relawan ganjar mahfud warga melenceng,Pertahanan dan Keamanan,48,3,3,0,0,48,2,0,0
rebut suara rakyat anies utamakan dialog,Politik,35,4,0,0,0,0,35,15,2
sby ajak kader menangkan prabowo demokrat masuk pemerintahan,Politik,40,2,0,2,1,3,40,5,3
pesan putra papua anies baswedan titipkan papua,Sosial Budaya,53,0,0,1,0,0,1,53,1
hutan jati cilacap hutan mangrove banyuwangi petani percaya anies menjaga kelestarian alam,Sumber Daya Alam,11,1,0,0,11,5,18,10,11
terduga oknum ngomong bngst pa anies 01 pilihan indonesia,Politik,32,2,1,5,5,4,32,7,0
masyarakat leluasa keluhan ganjar m3mberi solusi,Politik,33,3,12,0,2,6,33,0,0
capres cawapres ganjar pranowo mahfud md mahfud md benerbener perhatian pendidikan ajak perguruan program edukatif keren,Politik,36,0,15,1,2,0,36,1,1
lahan 340 ribu hektare prabowo jk anies diperiksa bawaslu kesaksian jokowi,Politik,38,2,0,6,0,2,38,4,4
minusnya prabowo 1 terduga pelanggar ham berat 2 proyek food estate gagal 3 emotional management gak bagus 4 skill problem solving kalah anies ganjar 5 gak pendengar 6 diktator 7 cawapresnya hasil praktik nepotisme tambahin aja dah,Politik,30,2,2,5,7,5,30,1,4
netizen geger haikal hassan politik identitas menjatuhkan pendukung anies mengaku ditolak dilarang masuk masjid warganet sebutkan masjidnya masjid melarang fitnah laknat terkutuk,Politik,38,2,0,10,0,0,38,6,0
dedikasi prabowo kemajuan indonesia bukti nyata keberpihakannya rakyat buktinyata tiadahenti,Politik,45,4,0,3,2,0,45,2,0
gerak jalan sabtu biru ceria dukungan warga kabupaten malang menangkan prabowogibran,Politik,40,2,2,0,0,0,40,9,3
calon presiden ri no urut 3 ganjar pranowo konstitusi aturan dasar negara dihormati ditegakkan,Ideologi,56,0,0,0,56,0,0,0,0
abah anies mengangkat martabat petani menerus menerima bansos penghasilannya,Sosial Budaya,56,0,0,0,0,0,0,56,0
calon presiden ri ganjar pranowo percaya mahfud md regulasi hukum investor bersahabat nggak rumit,Politik,43,0,6,0,6,0,43,0,1
video berulang kali menonton video emosi ttp kedengkian jokowi anies publik,Politik,42,4,1,1,0,1,42,5,2
brodi baliho spanduk caleg psi jarang mencantumkan photo prabowo,Politik,35,2,2,5,1,9,35,1,1
ainunnajib tegang kali lg nembak pemerintah jokowi mulu ganjar kg mode cari aman mahfud hebat happy new year,Politik,35,0,14,3,1,1,35,1,1
kapitalisme neoliberal cocok indonesia prabowo kalimantan,Ideologi,45,0,0,3,45,2,2,2,2
anies bahas gaza gorontalo beliau gaza lemah pendudukan praktek aparheid penindasan belajar orang2 gaza berjuang berjihad,Politik,28,4,0,5,0,7,28,10,2
keyakinan jabar prabowo pemenang putaran berbuatbaik untukmasyarakat,Ideologi,0,2,0,2,0,2,47,2,1
pilih udah membuktikan berjanji manis duet calon no 3 ganjar pranowo mahfud md capres rekam jejak positif,Politik,45,0,5,0,4,0,45,2,0
gue suka deh prinsip kejujuran pasangan ganjar pranowo mahfud md pemimpin jujur bro,Ideologi,7,1,12,0,7,0,36,0,0
liat track recordnya ganjar pranowo mahfud md udah banget deh pranowo mahfud mdmahfudrebound pranowo mahfud mdpranowopilihanumat,Ideologi,7,0,13,0,7,0,27,0,9
pura pura dukung anies ngejatuhin anies bener bener halus banget mainnya,Demografi,1,1,2,1,0,1,39,10,2
minoritas mengakui gedeg dgn 2017 lalutapi menyadari menganalisis dki dibawa kepimpinan anies melibatkan kelompok islam alat kampanye anies terbuka ekstrem cont,Sosial Budaya,45,2,0,4,0,1,4,45,0
supremasi sipil tentara barak menolak tentara polisi eks tentara eks polisi menduduki jabatan sipil,Pertahanan dan Keamanan,6,4,0,12,0,6,18,10,6
paslon ganjar pranowo mahfud md mendorong legislasi menetapkan penempatan minimal psikolog puskesmas indonesia memperkuat upaya penanganan kesehatan mental,Sosial Budaya,4,3,9,2,0,3,34,4,1
inisiatif kesejahteraan petani ganjarmahfud mengoptimalkan produksi pertanian dukungan petani,Ekonomi,17,3,17,0,0,1,11,17,7
kalimat bijak rival politik biarlah oposisi diajak masuk kekuasaan disandera aneka kepentingan lelah oposisi lemah keseimbangan,Politik,38,2,0,7,2,1,38,6,0
ganjar dukungan pengusaha tergabung kadin dipercaya memperjuangkan kepastian hukum regulasi perizinan berusaha menaikkan pertumbuhan ekonomi pengusaha indonesia emas rakyat b3rsama ganjar,Ekonomi,34,4,34,2,0,1,14,1,0
janji anies masyarakat sumatera barat membangun stadion sepak bola bertarap internasional sumatera barat terpilih presiden rumputnya diganti ya,Sumber Daya Alam,5,4,0,3,0,3,38,3,5
anies menormalisasi hubungan organisasi dibubarkan negara hti amp fpi presiden,Politik,33,4,0,1,14,2,33,1,1
ganjar pranowo tekadnya meningkatkan kesiapan pertahanan indonesia memodernisasi alutsista tni fokus utamanya matra darat laut udara ganjar menyoroti persiapan serius menghadapi tantangan keamanan menggarisbawahi peningkatan segi teknologi kecanggihan alat militer,Pertahanan dan Keamanan,26,3,2,2,3,26,17,3,0
barusan ngobrol bareng temen gua pendukungnya 02 bilang anies jelek gubernur ga beneran stop reklamasi pas gua reklamasi jakarta buktinya pik 2 sampe nangis,Politik,27,0,0,4,1,2,27,18,4
optimis duo bangsa ganjar pranowo prof mahfud buka pintu sukses kredit 35 koprasi umkm wujudkan impian bisnismuganjarmahfud taat hukum,Politik,17,0,28,0,5,0,17,6,0
ganjar pranowo prof mahfud md ganjar presiden rakyat style visi oke banget ayo dukung jn19fe,Politik,39,0,16,0,1,0,39,0,0
orang papua berharap anies presiden,Sosial Budaya,38,0,0,0,1,0,16,38,1
minoritas mengakui gedeg dgn 2017 lalutapi menyadari menganalisis dki dibawa kepimpinan anies melibatkan kelompok islam alat kampanye anies terbuka ekstrem cont,Politik,0,0,0,5,0,1,0,50,0
ganjar dinilai arsjad sosok pemimpin memiliki ketulusan hati visi mulia tekad kuat mewujudkan indonesia unggul berdaulat,Politik,35,2,6,5,0,3,35,3,2
point 1 sara jakarta ulah ahok mayoritas ummat islam gak memusuhi ummat agama point 2 hak menilai agama radikal point 3 tokoh agama apresiasi gubernur dki jakarta anies baswedan bukti gak diskriminasi point 4 selamat natal haram hukumnya agama islam ummat islam selamat merayakan natal point 5 kelompok2 menakutkan kerusuhan 1998 disebabkan ormas islam kesimpulan tuntutan2 ajukan menyimpulkan orang intoleran gak menerima perbedaan,Ideologi,4,1,0,1,4,2,0,45,3
elektabilitas prabowogibran tembus 50 persen survei pemilihan presiden 2024 putaran,Politik,44,7,1,0,0,0,44,0,4
harap kedepan tokoh bergabung misi prabowogibran menang 60 jawa barat terwujud menandasi prabowo subianto,Politik,41,2,2,0,0,1,41,8,2
capres no 1 anies baswedan food estate singkong menguntungkan kroni merusak lingkungan menghasilkan diubah,Pertahanan dan Keamanan,0,0,2,0,1,0,33,1,19
cebong nanya program dp 0 bilang ngibul ga kerjalah gada prestasilah janji politik anies 23janji mjd goodbener dkj ditunaikan salah satunya rumah dp 0,Politik,28,4,0,8,1,0,28,13,2
menikmati fasilitas serba gratis menengah bykan kalangan jkrta mlh ga tau mknya byk dr mrka anies ga bs krja pbb msh byr politik identitas pdhl kalangan menengah bwh anies bnern rangkul krn memanusiakan manusia,Demografi,33,33,0,6,1,1,8,4,3
pasal karet uu ite ganjar bilang stop definisi diperjelas unsur kesengajaan ancaman hukuman dikurangi mari berkreasi bersembunyi,Politik,24,0,0,14,2,2,24,14,0
prabowo 4 kali kalah terduga pelanggar ham gak diadili mas tersebar pemilu kontestan timses foto aja lihat timnas aniesmuhaimin letjen tni purn sutiyoso dewan penasehat tpn ganjarmahfud jenderal tni purn hendropriyono masuk tpn ganjarmahfud dibatah hendro namanya dicatut masuk situ arsjad lanjutan jaksa agung pengadilan khusus palanggaran ham berat komnas ham rekomendasi dprri parlemen isinya anggota parpol isi kepalanya gak ketemu,Politik,23,1,1,2,1,16,23,4,8
anies presiden terbaik 2024 pilpres 110 triliun dihabiskan memilih capres gemoy anies pengetahuan luas bekal membenahi negara anies modal keahlian diplomasi internasional pintar,Ideologi,0,5,0,0,0,1,45,3,2
saut situmorang anies baswedan minim potensi korupsi,Politik,39,0,0,2,0,2,39,7,6
pemilu 14 februari anis tersingkir lolos putaran prabowo vs ganjar pemenang diputaran ganjar pranowo,Politik,45,0,7,0,0,0,45,2,2
kehadiran bu khofifah semoga suara prabowogibran jawa timur drastis,Politik,43,3,0,1,1,3,43,4,1
skedar ngasih relawan projo membela keras panjenengan difitnah diserang kubu prabowo pilpres ditangkap mengkritik netralitas aparat penyelenggara pemilu berjuang utk demokrasi negeri dicatat palti koruptor maling penghina jogja sprti aa pemfitnah cawapres pegawai partai anak panjenengan pelanggar ham tangannya berlumuran darah menghilangkan nyawa aktivis teroris trus langsung ditangkap jam 3 nakutnakuti gimana kebenaran menemukan jalannya,Politik,45,0,0,6,1,4,45,0,0
khofifah dukung prabowo berkalikali dilobi urusan pilkada suap dana hibah diduga pengaruhi sikap khofifah baca selengkapnya koran tempo berlangganan tempo digital premium,Politik,31,1,4,12,3,1,31,3,1
ganjar pranowo solusi mewujudkan negeri bersih korupsi kolusi nepotisme,Politik,34,1,14,0,3,1,34,2,1
orasi politik anies baswedan kampanye akbar ternate indonesia people deserve better,Politik,36,1,0,0,1,0,36,16,2
anies hebat cyber terlindungi,Politik,36,6,3,0,0,6,36,4,1
tebet eco park hasil anies gak sih main kesana tuh enak bgt adem bgt temen gua gak percaya tuh jaksel,Sosial Budaya,4,20,0,3,21,3,4,4,1
masuknya ketua pengajian ilmu tasawuf tarekat naqsabandiyah indonesia keanggotaan jsi prabowo subianto,Politik,39,1,0,4,8,1,39,2,1
bayangin populasi jawa mendadak mbludak anak anies ga pake kerudung,Demografi,5,5,0,2,1,0,12,36,0
bro kabar gembira nih pilpres 2024 ganjar pranowo janjiin program asyik dilaut jaya nelayan sejahtera mantap,Politik,36,0,15,0,5,0,36,0,0
prabowo memaparkan program unggulannya 900 pedagang bakso mengembangkan umkm indonesia,Politik,39,1,3,3,0,3,39,2,5
prabowo prescon bangga mas gibran kapasitasnya pengetahuannya bidang ekonomi debatnya lingkungan hidup energi agraria pangan desa ekonomi,Ekonomi,48,2,48,0,0,0,0,3,3
kiki_daliyo ganjar pranowo sikap disitulah bentuk cinta bangsa indonesia hebat ktp sakti,Ideologi,25,0,10,0,25,0,20,1,0
calon presiden ri no urut 3 ganjar pranowo menekankan konstitusi aturan dasar negara panduan hidup,Ideologi,51,0,0,0,51,4,1,0,0
apanya dukung bumn bangkrut utang numpuk beras import tanam singkong gagal 2024 p,Ekonomi,3,0,3,6,1,1,39,3,3
cak imin soroti pengangguran manamana tkn prabowogibran menyindir cak imin lupa menaker ida fauziyah pkb partainya cak imin,Politik,36,1,1,13,0,2,36,1,2
calon presiden ri no urut 3 ganjar pranowo memahami urgensi menjaga konstitusi aturan dasar negara panduan negara,Ideologi,55,0,0,0,55,0,1,0,0
pasangan ganjar pranowo mahfud md rencana seru gak ngelanjutin menambah memperbaiki program pemerintah,Politik,35,0,12,1,5,3,35,0,0
spanduk prabowogibran dipasang landmark batam bawaslu pastikan melanggar aturan,Politik,20,2,2,4,19,4,20,4,1
gak pilih capres janjijanji cari udah buktiin kerjanya pasangan calon no 3 ganjar pranowo mahfud md contohnya,Politik,42,0,7,1,5,0,42,1,0
dki udah lakuin stop reklamasi dampak kena lingkungan hidup anies satunya orang mikirin kiamat ga dtg cepet dibumi pertiwi ulah manusia dibumi,Sosial Budaya,28,4,2,3,0,2,15,28,2
bang desak anies komunitas agama tujuannya golongan minoritas,Sosial Budaya,26,2,3,3,0,1,21,26,0
